50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.86504,,,,,,,,,,,91bc7a87-e55f-4187-829a-0255c5c6e33f,720,,,"[52.9, 65.8]",3943076,22,,,,-1.610839,,Right Foot,,,"[50.4, 3.4]",,High Pass,,62.45006,,,,Matías Nicolás Viña Susperreguy,34476.0,,True,,,,1,From Kick Off,Nahitan Michel Nández Acosta,5247.0,Right Back,43,Uruguay,783,['12964cd9-fd1c-456b-9fce-94fb945585d8'],32,,,,,,,,,,,,,,,,,Uruguay,783,00:22:32.073,Pass,
,,,,,,,,,,,,,,,,,,1.548139,,,,,,,,,,,560d9a75-aa3c-43f6-89b7-f18bfa592f29,723,,,"[45.0, 3.4]",3943076,22,,,,2.6590793,,Left Foot,,,"[30.3, 11.1]",,Ground Pass,,16.594578,,,,Sebastián Enzo Cáceres Ramos,35690.0,,,,,,1,From Kick Off,Matías Nicolás Viña Susperreguy,34476.0,Left Back,43,Uruguay,783,['6f72c1f9-f49d-4cd3-95ca-7612c3d421b4'],37,,,,,,,,,,,,,,,,,Uruguay,783,00:22:37.254,Pass,
,,,,,,,,,,,,,,,,,,1.924714,,,,,,,,,,,cdc153f7-d61e-4a5f-b6f6-9954e2952e2e,726,,,"[31.0, 12.1]",3943076,22,,,,1.6758503,,Right Foot,,,"[27.9, 41.5]",,Ground Pass,,29.562984,,,,José María Giménez de Vargas,5259.0,,,,,,1,From Kick Off,Sebastián Enzo Cáceres Ramos,35690.0,Left Center Back,43,Uruguay,783,['c7fec12d-4449-4bc9-8920-add68aa3646f'],40,,,,,,,,,,,,,,,,,Uruguay,783,00:22:40.243,Pass,
,,,,,,,,,,,,,,,,,,2.021492,,,,,,,,,,,33b3b1aa-2285-4e6a-8821-7c85d4b9a527,729,,,"[35.0, 42.6]",3943076,22,,,,-1.6896367,,Right Foot,,,"[32.6, 22.5]",,Ground Pass,,20.242777,,,,Sebastián Enzo Cáceres Ramos,35690.0,,,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,43,Uruguay,783,['86c0f902-0da0-42bf-950c-687c846b83c6'],47,,,,,,,,,,,,,,,,,Uruguay,783,00:22:47.677,Pass,
,,,,,,,,,,,,,,,,,,1.318655,,,,,,,,,,,c09636b8-58c4-41a2-94ac-7be655117aa7,732,,,"[33.6, 22.5]",3943076,22,,,,-0.77299184,,Right Foot,,,"[54.0, 2.6]",,Ground Pass,,28.498596,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,1,From Kick Off,Sebastián Enzo Cáceres Ramos,35690.0,Left Center Back,43,Uruguay,783,['d8483f45-8ebc-4a55-8794-361fc8a5c93c'],50,,,,,,,,,,,,,,,,,Uruguay,783,00:22:50.555,Pass,
,,,,,,,,,,,,,,,,,,1.178153,,,,,,,,,,,c2a3a284-6ba4-4fd2-842d-e946c27cf123,739,,,"[55.9, 5.6]",3943076,22,,,,0.14590907,,Right Foot,,,"[83.8, 9.7]",,Low Pass,,28.199646,,Pass Offside,,Maximiliano Javier Araújo Vilches,35492.0,,,,,,1,From Kick Off,Matías Nicolás Viña Susperreguy,34476.0,Left Back,43,Uruguay,783,['5f2617b5-b071-428e-8ebb-3b1f7660c2f0'],54,,,,,,,,,,,,,,,,,Uruguay,783,00:22:54.166,Pass,
,,,,,,,,,,,,,,,,,,3.75685,,,,,,,,,,,904fb47e-618e-4d81-a2ac-9f6629d68bea,741,,,"[38.6, 60.8]",3943076,24,,,,-0.08858336,,Left Foot,,,"[99.4, 55.4]",,High Pass,,61.039333,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Dayne Tristan St. Clair,36794.0,Goalkeeper,44,Canada,1833,['7e5ac00b-43e1-459a-9894-9186d60a30e9'],31,,,,,,,,,,,,,,,,,Canada,1833,00:24:31.971,Pass,
,,,,,,,,,,,,,,,,,,1.861825,,,,,,,,,,,7e5ac00b-43e1-459a-9894-9186d60a30e9,742,,,"[20.7, 24.7]",3943076,24,,,,0.19468553,,Head,,,"[42.0, 28.9]",,High Pass,,21.710136,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,Recovery,1,From Free Kick,José María Giménez de Vargas,5259.0,Right Center Back,44,Canada,1833,"['0d6b7de9-ff82-498c-9369-599e8690f30e', '58a6946f-d9a1-4b92-aa09-112a204259bc', '904fb47e-618e-4d81-a2ac-9f6629d68bea']",35,,,,,,,,,,,,,,,,,Uruguay,783,00:24:35.728,Pass,
,,,,,,,,,,,,,,,,,,2.037468,,,,,,,,,,,58a6946f-d9a1-4b92-aa09-112a204259bc,744,,,"[78.1, 51.2]",3943076,24,,,,-0.22266094,,Right Foot,,,"[104.6, 45.2]",,High Pass,,27.170755,,Unknown,,Tanitoluwa Oluwaseyi,224603.0,,,,,Recovery,1,From Free Kick,Moise Bombito,383250.0,Left Center Back,44,Canada,1833,"['785e5431-badf-491d-bf5d-6a5245b4adfa', '7e5ac00b-43e1-459a-9894-9186d60a30e9']",37,,,,,,,,,,,,,,,,,Canada,1833,00:24:37.589,Pass,
,,,,,,,,,,,,,,,,,,1.233386,,,,,,,,,,,9b86298e-366f-44d8-b601-25afdb779821,748,,,"[14.8, 39.8]",3943076,24,,,,1.2055949,,Left Foot,,,"[20.0, 53.4]",,Ground Pass,,14.56022,,,,José María Giménez de Vargas,5259.0,,,,,Free Kick,1,From Free Kick,Sergio Rochet Álvarez,36710.0,Goalkeeper,45,Uruguay,783,['3c1d920d-486e-4f86-ae56-828170b0b3fa'],52,,,,,,,,,,,,,,,,,Uruguay,783,00:24:52.253,Pass,
,,,,,,,,,,,,,,,,,,2.676158,,,,,,,,,,,350f9c52-b201-4589-847a-f3915f4e756d,751,,,"[33.9, 50.2]",3943076,24,,,,-1.0257939,,Right Foot,,,"[63.0, 2.2]",,High Pass,,56.132076,,,,Matías Nicolás Viña Susperreguy,34476.0,,True,,,,1,From Free Kick,José María Giménez de Vargas,5259.0,Right Center Back,45,Uruguay,783,['db19a678-6070-4e1c-9e7e-000d3aaccda9'],57,,,,,,,,,,,,,,,,,Uruguay,783,00:24:57.436,Pass,
,,,,,,,,,,,,,,,,,,1.133519,,,,,,,,,,,2b124066-7d38-4645-b1b9-0078ff5d2c76,754,,,"[63.0, 2.2]",3943076,25,,,,2.2455373,,Left Foot,,,"[56.6, 10.2]",,Ground Pass,,10.244999,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,1,From Free Kick,Matías Nicolás Viña Susperreguy,34476.0,Left Back,45,Uruguay,783,['9f955628-aed7-447d-8434-aa6d4a72b0ab'],0,,,,,,,,,,,,,,,,,Uruguay,783,00:25:00.720,Pass,
,,,,,,,,,,,,,,,,,,0.742342,,,,,,,,,,,527f7c39-0f5f-4eff-83a4-f4dbae1ba043,757,,,"[56.6, 10.2]",3943076,25,,,,-0.36301154,,Right Foot,,,"[69.5, 5.3]",,Ground Pass,,13.799275,,,,Matías Nicolás Viña Susperreguy,34476.0,,,,,,1,From Free Kick,Federico Santiago Valverde Dipetta,6773.0,Left Center Midfield,45,Uruguay,783,['48b407a0-4a00-481f-8fba-0bfda947f395'],1,,,,,,,,,,,,,,,,,Uruguay,783,00:25:01.933,Pass,
,,,,,,,,,,,,,,,,,,0.75428,,,,,,,,,,,446dfb2c-601c-4130-97e3-d40f8e4811f5,766,,,"[39.8, 68.0]",3943076,25,,,,-0.09184612,,Right Foot,,,"[55.0, 66.6]",,Ground Pass,,15.264338,,,,Ismael Koné,133229.0,,,,,Recovery,1,Regular Play,Luc Rollet De Fougerolles,133189.0,Right Center Back,46,Canada,1833,['5986ac07-e72a-4f27-9833-552759c0e8d0'],4,,,,,,,,,,,,,,,,,Canada,1833,00:25:04.251,Pass,
,,,,,,,,,,,,,,,,,,1.149998,,,,,,,,,,,9c8bd7f8-add0-4937-a56d-371c038eab0c,769,,,"[55.0, 66.6]",3943076,25,,,,-0.9851522,,Right Foot,,,"[61.5, 56.8]",,Ground Pass,,11.759677,,,,Jonathan Osorio,12770.0,,,,,,1,Regular Play,Ismael Koné,133229.0,Right Defensive Midfield,46,Canada,1833,['74e3d67b-bda5-4331-8a60-4c865ca08705'],5,,,,,,,,,,,,,,,,,Canada,1833,00:25:05.756,Pass,
,,,,,,,,,,,,,,,,,,1.761434,,,,,,,,,,,7bad5baf-5389-4664-b509-b87906dd8ac4,773,,,"[67.0, 60.8]",3943076,25,,,,0.6068057,,Right Foot,,,"[87.6, 75.1]",,Ground Pass,,25.076881,,,,Tanitoluwa Oluwaseyi,224603.0,,,,,,1,Regular Play,Jonathan Osorio,12770.0,Center Attacking Midfield,46,Canada,1833,"['25197f0a-335a-48e3-b280-b935fae2baeb', '9158d8e4-aa06-4213-a9b3-b9349f4fa447']",7,,,,,,,,,,,,,,,,,Canada,1833,00:25:07.977,Pass,True
,,,,,,,,,,,,,,,,,,0.248337,,,,,,,,,,,0deb66f0-7e2a-4507-8a27-0b89a56941f4,776,,,"[91.9, 75.6]",3943076,25,,,,-0.6287963,,Left Foot,,,"[94.1, 74.0]",,Ground Pass,,2.720294,,Incomplete,,,,,,,,,1,Regular Play,Tanitoluwa Oluwaseyi,224603.0,Center Forward,46,Canada,1833,['f7de4442-d946-4bbf-95ef-1dff34249943'],10,,,,,,,,,,,,,,,,,Canada,1833,00:25:10.917,Pass,
,,,,,,,,,,,,,,,,,,1.867584,,,,,,,,,,,c19c228b-cb82-4395-a1c6-79e3a84c272e,778,,,"[100.6, 80.0]",3943076,26,,,,-1.0756631,,,,,"[114.1, 55.0]",,High Pass,,28.412146,,Incomplete,,Luc Rollet De Fougerolles,133189.0,,,,,Throw-in,1,From Throw In,Alistair Johnston,44703.0,Right Back,47,Canada,1833,"['61b7cda9-8d51-428a-bc58-e1b86cfc9f5c', 'c7397340-ccdb-43df-a72d-c0789d816828']",14,,,,,,,,,,,,,,,,,Canada,1833,00:26:14.723,Pass,
,,,,,,,,,,,,,,,,,,1.714527,,,,,,,,,,,c54fa780-38d5-4e9c-90e6-5011870957c3,785,,,"[64.0, 80.0]",3943076,27,,,,-0.53890204,,,,,"[93.1, 62.6]",,High Pass,,33.905308,,,,Rodrigo Bentancur Colmán,5260.0,,,,,Throw-in,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Back,48,Uruguay,783,['68b93fc4-afe8-46c5-93de-126c11171950'],4,,,,,,,,,,,,,,,,,Uruguay,783,00:27:04.248,Pass,
,,,,,,,,,,,,,,,,,,2.3569,,,,,,,,,,,0b282eeb-1d7d-4589-951a-00c2cd358a9e,787,,,"[93.1, 62.6]",3943076,27,,,,0.8304128,,Head,,,"[109.0, 80.0]",,Low Pass,,23.570532,,Out,,Facundo Pellistri Rebollo,36288.0,,,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Right Center Midfield,48,Uruguay,783,['94ad0132-c787-4363-bb58-14e8bec7e872'],6,,,,,,,,,,,,,,,,,Uruguay,783,00:27:06.003,Pass,
,,,,,,,,,,,,,,,,,,1.720327,,,,,,,,,,,fa483bdc-35b0-40aa-ae6d-5333ca9b2e2d,789,,,"[22.3, 0.1]",3943076,27,,,,0.31372935,,,,,"[44.8, 7.4]",,Low Pass,,23.654598,,Incomplete,,Tanitoluwa Oluwaseyi,224603.0,,,,,Throw-in,1,From Throw In,Richie Laryea,16120.0,Left Back,49,Canada,1833,"['495009e3-bdb8-4848-b869-ba9359e6034b', 'd7061c2f-ee8f-4bbb-beb6-01c83e4b8f3b']",22,,,,,,,,,,,,,,,,,Canada,1833,00:27:22.972,Pass,
,,,,,,,,,,,,,,,,,,3.908567,,,,,,,,,,,495009e3-bdb8-4848-b869-ba9359e6034b,791,,,"[75.3, 72.7]",3943076,27,,,,-0.38985986,,Head,,,"[95.5, 64.4]",,High Pass,,21.838728,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,,,Recovery,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,49,Canada,1833,"['4661a605-ced7-4d4a-94ea-2226d881a2ae', 'bc7cae97-2faf-4852-a6dd-55e8f47abde4', 'fa483bdc-35b0-40aa-ae6d-5333ca9b2e2d']",24,,,,,,,,,,,,,,,,,Uruguay,783,00:27:24.692,Pass,
,,,,,,,,,,,,,,,,,,0.168603,,,,,,,,,,,4661a605-ced7-4d4a-94ea-2226d881a2ae,795,,,"[24.6, 15.7]",3943076,27,,,,-0.44237423,,Left Foot,,,"[26.5, 14.8]",,Ground Pass,,2.1023796,,Incomplete,,,,,,,,Recovery,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,"['495009e3-bdb8-4848-b869-ba9359e6034b', 'af9348d9-4929-4463-9e6e-1186a85797e0']",28,,,,,,,,,,,,,,,,,Canada,1833,00:27:28.601,Pass,
,,,,,,,,,,,,,,,,,,0.756987,,,,,,,,,,,3f1724ab-e193-4bba-a240-b1ee566ffcd2,801,,,"[117.4, 68.6]",3943076,27,,,,-1.7969488,,Right Foot,,,"[114.8, 57.3]",,Ground Pass,,11.595258,,Incomplete,,Maximiliano Javier Araújo Vilches,35492.0,,,,,,1,From Throw In,Facundo Pellistri Rebollo,36288.0,Right Wing,49,Canada,1833,"['2d6a1537-9491-402e-af41-f3c5afaa146a', 'a2bcef9b-7d99-41d4-8808-d3e5df607d41']",32,,,,,,,,,,,,,,,,,Uruguay,783,00:27:32.811,Pass,
,,,,,,,,,,,,,,,,,,1.729648,,,,,,,,,,,a2bcef9b-7d99-41d4-8808-d3e5df607d41,803,,,"[5.3, 22.8]",3943076,27,,,,-0.9944211,,Left Foot,,,"[10.5, 14.8]",,Ground Pass,,9.541489,,,,Mathieu Choiniere,18639.0,,,,,Recovery,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,"['195b99c6-f27a-4e57-8150-693440e224fd', '3f1724ab-e193-4bba-a240-b1ee566ffcd2']",33,,,,,,,,,,,,,,,,,Canada,1833,00:27:33.568,Pass,
,,,,,,,,,,,,,,,,,,0.491226,,,,,,,,,,,63237827-8596-4fbc-818b-a2a4c75e642e,806,,,"[13.3, 13.5]",3943076,27,,,,0.9342881,,Left Foot,,,"[20.1, 22.7]",,Ground Pass,,11.44028,,,,Ismael Koné,133229.0,,,,,,1,From Throw In,Mathieu Choiniere,18639.0,Left Defensive Midfield,49,Canada,1833,['7ba21737-229e-45d3-b563-860f5d25683f'],35,,,,,,,,,,,,,,,,,Canada,1833,00:27:35.297,Pass,
,,,,,,,,,,,,,,,,,,0.364,,,,,,,,,,,17892c02-27ee-4bd0-bc75-1fc74dfb58b1,809,,,"[20.1, 22.7]",3943076,27,,,,-0.3366748,,Right Foot,,,"[22.1, 22.0]",,Ground Pass,,2.118962,,Incomplete,,,,,,,,,1,From Throw In,Ismael Koné,133229.0,Right Defensive Midfield,49,Canada,1833,['4d8e118d-0f99-41b8-ab2f-11ebbc41236b'],36,,,,,,,,,,,,,,,,,Canada,1833,00:27:36.143,Pass,
,,,,,,,,,,,,,,,,,,2.833242,,,,,,,,,,,3cb7efaa-4e09-499c-8e6e-5ee8b7a400df,813,,,"[38.8, 28.6]",3943076,27,,,,2.7617679,,Right Foot,,,"[13.5, 38.7]",,Ground Pass,,27.241512,,,,Sergio Rochet Álvarez,36710.0,,,,,Recovery,1,From Throw In,Sebastián Enzo Cáceres Ramos,35690.0,Left Center Back,49,Canada,1833,['5cc895c7-14ff-482a-b2c5-7b3c447c8ac4'],43,,,,,,,,,,,,,,,,,Uruguay,783,00:27:43.030,Pass,
,,,,,,,,,,,,,,,,,,2.273406,,,,,,,,,,,7b6bad9f-7c2c-442d-a486-54d72a9d58b0,817,,,"[15.1, 51.6]",3943076,27,,,,0.09031963,,Right Foot,,,"[68.1, 56.4]",,High Pass,,53.216915,,Incomplete,,Facundo Pellistri Rebollo,36288.0,,,,,,1,From Throw In,Sergio Rochet Álvarez,36710.0,Goalkeeper,49,Canada,1833,"['1964e798-dfe5-4604-914c-5a802038f897', 'abab01b2-2978-486e-b15b-f594b36d2175']",47,,,,,,,,,,,,,,,,,Uruguay,783,00:27:47.319,Pass,
,,,,,,,,,,,,,,,,,,0.972156,,,,,,,,,,,b6743b59-3717-4bad-85e6-303d186e3fd7,822,,,"[57.4, 23.9]",3943076,27,,,,1.6879051,,Left Foot,,,"[56.6, 30.7]",,Ground Pass,,6.846897,,,,Ismael Koné,133229.0,,,,,,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,"['3be3a4d8-9f0f-4894-bd29-c0d5b38214fd', '97197676-ffad-4fd0-a76b-436abdb6764f']",50,,,,,,,,,,,,,,,,,Canada,1833,00:27:50.777,Pass,True
,,,,,,,,,,,,,,,,,,1.014073,,,,,,,,,,,e32831e3-db9c-48ea-9888-ebb588dfae91,825,,,"[56.3, 30.9]",3943076,27,,,,3.056947,,Right Foot,,,"[39.8, 32.3]",,Ground Pass,,16.559288,,,,Luc Rollet De Fougerolles,133189.0,,,,,,1,From Throw In,Ismael Koné,133229.0,Right Defensive Midfield,49,Canada,1833,['3d637b9f-2590-40ce-b45d-66bad18f2653'],52,,,,,,,,,,,,,,,,,Canada,1833,00:27:52.483,Pass,
,,,,,,,,,,,,,,,,,,0.989245,,,,,,,,,,,1eca87fe-85d0-4157-a6ff-31e4c1079de1,828,,,"[40.0, 32.3]",3943076,27,,,,-0.47995052,,Right Foot,,,"[54.6, 24.7]",,Ground Pass,,16.459648,,,,Moise Bombito,383250.0,,,,,,1,From Throw In,Luc Rollet De Fougerolles,133189.0,Right Center Back,49,Canada,1833,['3b9227d0-c5f1-4a0b-bcbc-7c7f205b7221'],54,,,,,,,,,,,,,,,,,Canada,1833,00:27:54.464,Pass,
,,,,,,,,,,,,,,,,,,1.214359,,,,,,,,,,,25f6d90b-a42d-4457-b369-5a18f582a904,831,,,"[58.2, 28.0]",3943076,27,,,,-0.59859824,,Right Foot,,,"[75.5, 16.2]",,Ground Pass,,20.941109,,,,Jonathan Osorio,12770.0,,,,,,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,['49a21030-a815-4f75-8a9b-1d7cdba0449c'],57,,,,,,,,,,,,,,,,,Canada,1833,00:27:57.873,Pass,
,,,,,,,,,,,,,,,,,,0.983791,,,,,,,,,,,3687508e-2bdf-4d38-8586-f18dfc85c5d2,835,,,"[88.3, 16.5]",3943076,28,,,,1.8686787,,Right Foot,,,"[84.8, 27.9]",,Ground Pass,,11.925183,,Incomplete,,,,,,,,,1,From Throw In,Jonathan Osorio,12770.0,Center Attacking Midfield,49,Canada,1833,"['249d0051-1c75-4558-b3f2-597a5a077520', '6ea571ba-cf56-4638-8df7-5e2f9b41fa00']",2,,,,,,,,,,,,,,,,,Canada,1833,00:28:02.822,Pass,True
,,,,,,,,,,,,,,,,,,3.1793,,,,,,,,,,,b8dad3e2-ce29-48e4-8bf5-44c6621a27fb,839,,,"[38.3, 57.0]",3943076,28,,,,-0.13210516,,Right Foot,,,"[97.0, 49.2]",,High Pass,,59.21596,,Incomplete,,Darwin Gabriel Núñez Ribeiro,32478.0,,,Through Ball,True,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Right Center Midfield,49,Canada,1833,"['5f94e665-b687-414d-8cc5-bda570869ec9', 'c84d5929-3fbb-443a-aae1-32b260062bf6']",4,,,,,,,,,,,,,,,,,Uruguay,783,00:28:04.981,Pass,
,,,,,,,,,,,,,,,,,,1.290501,,,,,,,,,,,c84d5929-3fbb-443a-aae1-32b260062bf6,842,,,"[23.1, 30.9]",3943076,28,,,,-0.93130726,,Left Foot,,,"[35.0, 14.9]",,Ground Pass,,19.94016,,,,Moise Bombito,383250.0,,,,,Recovery,1,From Throw In,Dayne Tristan St. Clair,36794.0,Goalkeeper,49,Canada,1833,"['27090652-24a7-4976-9bbf-bf3124f94efa', 'b8dad3e2-ce29-48e4-8bf5-44c6621a27fb', 'e45a8ddf-adc7-457a-b6b1-3ffe132e5e17']",8,,,,,,,,,,,,,,,,,Canada,1833,00:28:08.161,Pass,True
,,,,,,,,,,,,,,,,,,0.968588,,,,,,,,,,,0969fb41-c9c7-4b5d-ade9-9e601be5a2c9,845,,,"[39.4, 12.7]",3943076,28,,,,1.1071488,,Left Foot,,,"[45.4, 24.7]",,Ground Pass,,13.416408,,,,Mathieu Choiniere,18639.0,,,,,,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,['94cecd4e-2821-4c9e-9ff4-a18a0903a26d'],11,,,,,,,,,,,,,,,,,Canada,1833,00:28:11.556,Pass,
,,,,,,,,,,,,,,,,,,0.97093,,,,,,,,,,,db304d3c-3249-46ed-8894-1907e333a535,848,,,"[45.4, 24.7]",3943076,28,,,,-1.9018924,,Left Foot,,,"[41.0, 11.9]",,Ground Pass,,13.535139,,,,Moise Bombito,383250.0,,,,,,1,From Throw In,Mathieu Choiniere,18639.0,Left Defensive Midfield,49,Canada,1833,['868bfedc-ab00-497a-a1c5-cf674c8f5052'],12,,,,,,,,,,,,,,,,,Canada,1833,00:28:12.636,Pass,
,,,,,,,,,,,,,,,,,,1.83936,,,,,,,,,,,431edcdb-27a6-4aa8-8c10-67712eb01fd4,855,,,"[89.5, 19.3]",3943076,28,,,,-0.9159022,,Right Foot,,,"[103.4, 1.2]",,Ground Pass,,22.821482,,Out,,,,,,,,,1,From Throw In,Moise Bombito,383250.0,Left Center Back,49,Canada,1833,,21,,,,,,,,,,,,,,,,,Canada,1833,00:28:21.358,Pass,
,,,,,,,,,,,,,,,,,,1.61339,,,,,,,,,,,9fd8c7e3-a46d-4236-a107-5b4752f77225,857,,,"[16.9, 80.0]",3943076,28,True,,,-1.953695,,,,,"[11.1, 65.6]",,Low Pass,,15.524175,,,,José María Giménez de Vargas,5259.0,,,,,Throw-in,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Back,50,Uruguay,783,['9f07c66c-a347-4151-933e-6fc7b2d9a206'],26,,,,,,,,,,,,,,,,,Uruguay,783,00:28:26.387,Pass,
,,,,,,,,,,,,,,,,,,1.120876,,,,,,,,,,,167e58d8-5077-43e6-8665-caf34beb581d,859,,,"[11.5, 56.2]",3943076,28,,,,-0.031239834,,Right Foot,,,"[21.1, 55.9]",,Ground Pass,,9.604687,,,,Manuel Ugarte Ribeiro,36659.0,,,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,50,Uruguay,783,['540107d0-78cd-403b-b22a-20f300872e22'],31,,,,,,,,,,,,,,,,,Uruguay,783,00:28:31.149,Pass,
,,,,,,,,,,,,,,,,,,2.399082,,,,,,,,,,,d7ab8e94-836d-4743-8c7d-e4f94adf412e,862,,,"[21.9, 54.0]",3943076,28,,,,-1.0503379,,Right Foot,,,"[50.1, 4.8]",,High Pass,,56.70873,,,,Matías Nicolás Viña Susperreguy,34476.0,,True,,,,1,From Throw In,Manuel Ugarte Ribeiro,36659.0,Center Defensive Midfield,50,Uruguay,783,['436c4230-1254-4fb0-baf6-2fa72813bbed'],34,,,,,,,,,,,,,,,,,Uruguay,783,00:28:34.326,Pass,
,,,,,,,,,,,,,,,,,,0.235921,,,,,,,,,,,778599f3-e4b6-40fb-b7fa-88abd0661f4d,865,,,"[50.1, 4.8]",3943076,28,,,,0.38050637,,Left Foot,,,"[56.1, 7.2]",,Ground Pass,,6.462198,,Incomplete,,Maximiliano Javier Araújo Vilches,35492.0,,,,,,1,From Throw In,Matías Nicolás Viña Susperreguy,34476.0,Left Back,50,Uruguay,783,"['99858c26-0159-4958-90bd-441baf6cb92a', 'ae0fb52a-83e3-4de9-b138-75f0aff7acce']",36,,,,,,,,,,,,,,,,,Uruguay,783,00:28:36.765,Pass,
,,,,,,,,,,,,,,,,,,1.687665,,,,,,,,,,,f4009a42-677e-450f-96c5-e89e25fd54af,872,,,"[70.3, 76.7]",3943076,28,,,,-1.2722974,,Right Foot,,,"[77.1, 54.6]",,Ground Pass,,23.1225,,,,Tanitoluwa Oluwaseyi,224603.0,,,,,,1,Regular Play,Alistair Johnston,44703.0,Right Back,51,Canada,1833,['25521624-5da9-4f57-ad65-60eec9784983'],40,,,,,,,,,,,,,,,,,Canada,1833,00:28:40.060,Pass,
,,,,,,,,,,,,,,,,,,0.976936,,,,,,,,,,,4051ed81-b37a-45b9-b3e6-8420a0c179c5,875,,,"[77.3, 55.1]",3943076,28,,,,2.0432932,,Right Foot,,,"[72.7, 64.1]",,Ground Pass,,10.107423,,,,Mathieu Choiniere,18639.0,,,,,,1,Regular Play,Tanitoluwa Oluwaseyi,224603.0,Center Forward,51,Canada,1833,"['8247155a-617a-4c7a-950b-68e8b5ff9320', '915931f2-10da-42f6-b60c-840fc633cb77']",41,,,,,,,,,,,,,,,,,Canada,1833,00:28:41.747,Pass,True
,,,,,,,,,,,,,,,,,,1.112463,,,,,,,,,,,3eae7c94-5543-41a0-8207-4f777759f494,878,,,"[74.9, 64.7]",3943076,28,,,,1.110406,,Right Foot,,,"[81.0, 77.0]",,Ground Pass,,13.72953,,,,Ali Ahmed,224628.0,,,,,,1,Regular Play,Mathieu Choiniere,18639.0,Left Defensive Midfield,51,Canada,1833,['18770091-895b-4685-8d3e-b3bb4f708752'],43,,,,,,,,,,,,,,,,,Canada,1833,00:28:43.371,Pass,
,,,,,,,,,,,,,,,,,,1.307638,,,,,,,,,,,8cfac86b-cf2a-4c79-9936-dd83bcc20d7a,881,,,"[81.0, 77.0]",3943076,28,,,,-1.8251644,,Right Foot,,,"[77.1, 62.0]",,Ground Pass,,15.49871,,,,Ismael Koné,133229.0,,,,,,1,Regular Play,Ali Ahmed,224628.0,Right Wing,51,Canada,1833,['8c74a1c9-ada4-426a-998e-c1495387071f'],47,,,,,,,,,,,,,,,,,Canada,1833,00:28:47.199,Pass,
,,,,,,,,,,,,,,,,,,1.197653,,,,,,,,,,,123bf095-fdcf-44ad-a8c5-4f7dab04060c,884,,,"[77.1, 61.4]",3943076,28,,,,-1.2298174,,Right Foot,,,"[83.7, 42.8]",,Ground Pass,,19.736261,,,,Jonathan Osorio,12770.0,,,,,,1,Regular Play,Ismael Koné,133229.0,Right Defensive Midfield,51,Canada,1833,['316e028a-bea5-41af-a209-2c5818e58028'],52,,,,,,,,,,,,,,,,,Canada,1833,00:28:52.206,Pass,
